image_link,group_id,entity_name,entity_value,units,text_output
https://m.media-amazon.com/images/I/613r59yAibL.jpg,210293,height,4.13 inch,inch,"Size: 2.95*3.94x4.13 inch (Lx W x H)
——. A.
S|
| —F}—_|
———S 4.13 inch
"
https://m.media-amazon.com/images/I/617mOfn--8S.jpg,681445,height,11.6 inch,inch,"SAFE PACKAG/\
We i
€ |e,
yet.’
1 00 wy ,
ON)
: VAX A
= & 0.0.0.0 b
5"" ry
"
https://m.media-amazon.com/images/I/51ibnciluaL.jpg,120219,width,6.9 inch,inch,"| w

- | > 3

e

(?)

.
6.9 inch - ,
"
https://m.media-amazon.com/images/I/51MkmR69b8L.jpg,437623,width,10.0 millimetre,millimetre,"PHOTO ALBUM REFILL (en
2 litre size

ROMPAbP WAL KAYH-KVIZ«N 178x127,

2 litre-LL HSM LL size
190%130 millimetre

2 litre¥ (178 127 millimetre) » LL A (190 130 millimetre) 104 MAT HE “SSS cotto.
"
https://m.media-amazon.com/images/I/61YgckXEVeL.jpg,929999,item_weight,38 pound,pound,"\ ea]
spac 5 @y/)
"
https://m.media-amazon.com/images/I/51CwGUjc1mL.jpg,658003,height,10.5 centimetre,centimetre,"Diameter of rack 27 centimetre | Cover about 22.5 centimetre
ese
<7
were...
10.5 centimetre
-
Suitable for cake smaller than 9”/22 centimetre
"
https://m.media-amazon.com/images/I/5154qsiEb2L.jpg,480845,depth,7.0 inch,inch,"a 5
o> 5"",
we Ne
bat
.
fe)
a
"
https://m.media-amazon.com/images/I/619TJslj3JS.jpg,416664,item_weight,4.0 pound,pound,"Operation Process
0 Ty
>
BOO) : > Boo %
ao
1.Set up color mode 2.Rotate to open the 3.Insert a rectangle
and brightness mode lamp shade film
. SO es
:
iS a
Boo ,
4.Place the round film and 5.Projecting the film on
close the top cover the ceiling
"
https://m.media-amazon.com/images/I/81SEHPiaQXL.jpg,487566,item_weight,350.0 gram,gram,"PROVIDES YOU THE BEST WARMTH
COMFORT & LIGHTWEIGHT & BREATHABLE
"
https://m.media-amazon.com/images/I/61CMbSciWmL.jpg,982714,depth,5.0 centimetre,centimetre,"ay

¢ Birds Care

f Multi Vitamin
) e me Multi Vitamin Compound
| To Intensify Growth &
N 7 Color For Birds
"
https://m.media-amazon.com/images/I/51d65qi2-KL.jpg,683885,width,25.0 millimetre,millimetre,"| Size of 50 Yard length
4
\ nie™ /
"
https://m.media-amazon.com/images/I/61FeoVDqq7L.jpg,695925,width,12.5 inch,inch,"Measure instructions for 12” lid
——__—_ Exterior diameter: 12.5”’-———__s=—
| —<————- Interior diameter: 11.5” ————> |
Py ‘
———
—<—_— Pan size 2————
—<—Pan size 1—> —~<__—._— Pansize3)  —_—
PanA Pan B
Please check your pan style firstly,
For the pan A, please make sure the size 1 is over 11.7”, and size 2 is over 12.7”.
For the pan B, Please make sure the size 3 is 11.8” to 12.2”.
"
https://m.media-amazon.com/images/I/51B47gd8vbL.jpg,483370,height,14.0 centimetre,centimetre,"PNSO
DINOSAUR MUSEUM
> =
v
48 centimetre
"
https://m.media-amazon.com/images/I/61LjTkac8CL.jpg,523149,item_weight,7.0 gram,gram,"fe . Ke
PRODUCT DETAIL
Side stone weight 4 gram ea Ly
b oa \
&
905 sterlingaivar LY
"
https://m.media-amazon.com/images/I/61JIRffLfJL.jpg,866516,item_weight,100.0 gram,gram,"<a
rc, Happy
¢ ca x J ry ¥
lloweey \ + i
Ha a
~~ =a
me, : \
=
y .
"
https://m.media-amazon.com/images/I/61mGQG9DtbL.jpg,648011,voltage,"[100.0, 240.0] volt",0,"Set Your Schedule c
Wireless Control =>
Apone Smart
Eco-system
m
Dimmable dry
Voice Control (A,
Energy Saving @ a
; >
Set Favorite Scene Ken) SS
CP)
16 million colors WES =
"
https://m.media-amazon.com/images/I/61GLOzmebvL.jpg,955322,width,10.0 centimetre,centimetre,"Suitable for Eatern & Western Butter
Perfect for 252 gram butter
= Soe : 7
a
16.5 centimetre/6.49inch 10 centimetre/3.93inch
4.8°*1.3""*1.3"" 3.1°*1.57""*1.57""
Eastern Butter Western Butter
"
https://m.media-amazon.com/images/I/71IlsngAToL.jpg,518578,item_weight,150.0 kilogram,kilogram,"Hygienische a
Duroplast Oberflache

| , ——

, ae «4 !
Doppelte ao
Absenkautomatik
150 kilogram Belastbarkeit

@ instmaier
Qualitat Unel@eston seit 1992
"
https://m.media-amazon.com/images/I/51fqrvWMwML.jpg,544695,width,3.5 centimetre,centimetre,"yaa
210° Plug
yo
4
(@)
ac
a
8 Power Indicator 14.5 centimetre / 5.71 inch
fo] Audio Signal
Indicator ==

TRANSMITTER Za

| vu
[e)
= Power
B

je v 5 volt USB Port
ey
4 2 Channel Select
eo
M5
H——
——
de 4 inch
cm / 0.4 incl 3.5 centimetre / 1.38 inch
"
https://m.media-amazon.com/images/I/71kcgka3xxL.jpg,524635,item_weight,5 gram,gram,"a COSMTEK®
ortDEN
: | Wats Galas
Bue :
mI Foust C
OVER
yan
_ =e |
COSMTEK° COSMTE ose asicn to Use wo
* Faster Removal |""
°B :
REPAIR SKIN TAG etter Healing
LOTION & MOLE REMOVER
NES NET: 5 gram
"
https://m.media-amazon.com/images/I/61CO8e7l8VL.jpg,284992,height,38.0 centimetre,centimetre,"e
Se
Size:60*38 centimetre
"
https://m.media-amazon.com/images/I/615eQQqL4iS.jpg,810266,height,4.8 inch,inch,"3.2 inch
|-—_—_—_——_- | 3.7 inch —
_ |-——__—_—_-
=
00 as
‘ £
S
ico}
) dé .¢ a
2 volt * a, ‘4
ef J Present of star .
3s
x i a Ae
"
